timestamp,open,high,low,close,volume
2024-09-30 04:00:00,571.5,571.6,571.33,571.33,3771
2024-09-30 04:05:00,571.34,571.39,571.08,571.16,3475
2024-09-30 04:10:00,571.11,571.19,571.08,571.19,373
2024-09-30 04:15:00,571.0,571.05,570.88,571.0,1788
2024-09-30 04:20:00,570.91,571.17,570.9,571.16,2196
2024-09-30 04:25:00,571.27,571.44,571.27,571.39,1163
2024-09-30 04:30:00,570.94,570.99,570.85,570.99,310
2024-09-30 04:35:00,570.96,571.26,570.96,571.23,893
2024-09-30 04:40:00,571.14,571.33,571.12,571.24,1406
2024-09-30 04:45:00,571.11,571.11,571.01,571.01,10330
2024-09-30 04:50:00,571.01,571.01,571.01,571.01,200
2024-09-30 04:55:00,571.02,571.2,571.02,571.14,800
2024-09-30 05:00:00,570.96,570.96,570.89,570.89,500
2024-09-30 05:05:00,571.02,571.02,571.02,571.02,500
2024-09-30 05:10:00,571.13,571.13,570.91,570.92,1500
2024-09-30 05:15:00,570.92,570.92,570.68,570.7,2294
2024-09-30 05:20:00,570.76,571.15,570.76,571.15,3316
2024-09-30 05:25:00,571.23,571.36,571.18,571.33,1504
2024-09-30 05:30:00,571.25,571.42,571.25,571.35,602
2024-09-30 05:35:00,571.12,571.18,571.12,571.18,1394
2024-09-30 05:40:00,571.12,571.17,571.12,571.14,932
2024-09-30 05:45:00,571.17,571.33,571.17,571.33,1850
2024-09-30 06:00:00,571.25,571.25,571.25,571.25,100
2024-09-30 06:05:00,571.13,571.18,571.13,571.18,336
2024-09-30 06:10:00,571.26,571.34,571.26,571.32,1272
2024-09-30 06:15:00,571.37,571.37,571.3,571.3,746
2024-09-30 06:20:00,571.24,571.24,571.23,571.23,999
2024-09-30 06:25:00,571.33,571.42,571.23,571.23,2070
2024-09-30 06:30:00,571.18,571.18,571.01,571.01,500
2024-09-30 06:35:00,570.92,570.96,570.86,570.87,999
2024-09-30 06:40:00,570.82,570.87,570.78,570.87,1000
2024-09-30 06:45:00,570.82,570.85,570.75,570.75,736
2024-09-30 06:50:00,570.91,570.91,570.91,570.91,150
2024-09-30 06:55:00,570.91,571.0,570.91,571.0,1027
2024-09-30 07:00:00,570.9,570.9,570.731,570.77,12552
2024-09-30 07:05:00,570.63,570.67,570.29,570.42,6491
2024-09-30 07:10:00,570.3,570.3,570.03,570.05,3657
2024-09-30 07:15:00,570.05,570.24,570.04,570.24,16701
2024-09-30 07:20:00,570.25,570.3,570.2,570.29,8640
2024-09-30 07:25:00,570.26,570.3,570.19,570.21,15786
2024-09-30 07:30:00,570.18,570.34,570.18,570.29,17713
2024-09-30 07:35:00,570.35,570.35,569.94,570.01,10599
2024-09-30 07:40:00,570.01,570.01,569.91,569.96,19481
2024-09-30 07:45:00,569.98,570.0,569.89,569.9,7427
2024-09-30 07:50:00,569.88,569.9,569.8,569.9,11088
2024-09-30 07:55:00,569.88,570.02,569.88,570.02,22039
2024-09-30 08:00:00,570.7604,572.0,569.89,570.11,31728
2024-09-30 08:05:00,570.0926,570.35,570.0926,570.35,7926
2024-09-30 08:10:00,570.36,570.36,570.13,570.13,4636
2024-09-30 08:15:00,570.13,570.22,570.08,570.16,8597
2024-09-30 08:20:00,570.13,570.15,570.06,570.1,2545
2024-09-30 08:25:00,570.1104,570.2,570.1101,570.2,6614
2024-09-30 08:30:00,570.24,570.24,570.04,570.1,22237
2024-09-30 08:35:00,570.1,570.26,570.1,570.12,8178
2024-09-30 08:40:00,570.02,570.17,569.98,570.03,11550
2024-09-30 08:45:00,570.0,570.22,570.0,570.22,3915
2024-09-30 08:50:00,570.25,570.37,570.25,570.37,7156
2024-09-30 08:55:00,570.34,570.34,570.22,570.22,7139
2024-09-30 09:00:00,570.25,570.34,570.07,570.28,3091
2024-09-30 09:05:00,570.28,570.42,570.27,570.38,19821
2024-09-30 09:10:00,570.43,570.62,570.42,570.58,33000
2024-09-30 09:15:00,570.58,570.58,570.38,570.39,13610
2024-09-30 09:20:00,570.36,570.38,570.28,570.29,24638
2024-09-30 09:25:00,570.28,570.47,570.28,570.42,32292
2024-09-30 09:30:00,570.42,571.2201,570.4,571.11,807594
2024-09-30 09:35:00,571.08,571.49,570.98,571.16,529241
2024-09-30 09:40:00,571.14,571.29,570.79,571.01,351743
2024-09-30 09:45:00,570.99,571.24,570.96,571.19,336694
2024-09-30 09:50:00,571.2,571.3,570.88,570.9499,221413
2024-09-30 09:55:00,570.92,571.04,570.61,570.6492,225845
2024-09-30 10:00:00,570.62,571.08,570.4499,570.73,286387
2024-09-30 10:05:00,570.7,571.06,570.65,570.95,158216
2024-09-30 10:10:00,570.95,570.98,570.66,570.6699,199693
2024-09-30 10:15:00,570.66,570.785,570.47,570.5493,257527
2024-09-30 10:20:00,570.53,570.76,570.41,570.42,162733
2024-09-30 10:25:00,570.41,570.92,570.25,570.92,226666
2024-09-30 10:30:00,570.9126,571.46,570.865,571.3,360753
2024-09-30 10:35:00,571.3,571.52,570.91,571.35,260419
2024-09-30 10:40:00,571.36,571.46,571.18,571.3,159726
2024-09-30 10:45:00,571.32,571.63,571.225,571.4575,160670
2024-09-30 10:50:00,571.44,571.48,571.19,571.33,111727
2024-09-30 10:55:00,571.32,571.45,571.17,571.27,171406
2024-09-30 11:00:00,571.29,571.69,571.21,571.645,165889
2024-09-30 11:05:00,571.65,571.7072,571.13,571.18,217989
2024-09-30 11:10:00,571.2,571.655,571.1,571.59,183297
2024-09-30 11:15:00,571.61,571.76,571.44,571.53,190920
2024-09-30 11:20:00,571.54,571.75,571.5,571.575,184485
2024-09-30 11:25:00,571.58,571.65,571.31,571.63,167670
2024-09-30 11:30:00,571.63,571.82,571.321,571.38,231384
2024-09-30 11:35:00,571.3802,571.47,571.0402,571.09,181427
2024-09-30 11:40:00,571.09,571.3795,570.7311,571.2401,228813
2024-09-30 11:45:00,571.24,571.6,571.1801,571.53,160965
2024-09-30 11:50:00,571.53,571.63,571.4287,571.54,125409
2024-09-30 11:55:00,571.54,571.64,571.48,571.565,132216
2024-09-30 12:00:00,571.57,571.8051,571.5401,571.78,189610
2024-09-30 12:05:00,571.78,572.25,571.74,571.97,375674
2024-09-30 12:10:00,571.97,572.26,571.65,572.0644,218392
2024-09-30 12:15:00,572.085,572.2299,571.9701,571.99,136845
2024-09-30 12:20:00,571.98,572.25,571.9,571.9301,183237
2024-09-30 12:25:00,571.94,572.05,571.85,571.88,166974
2024-09-30 12:30:00,571.87,571.96,571.665,571.7,199181
2024-09-30 12:35:00,571.7,571.96,571.7,571.78,97201
2024-09-30 12:40:00,571.78,571.78,571.56,571.58,112858
2024-09-30 12:45:00,571.57,571.72,571.5376,571.65,98608
2024-09-30 12:50:00,571.68,571.79,571.55,571.605,101250
2024-09-30 12:55:00,571.6,571.7,571.56,571.58,100189
2024-09-30 13:00:00,571.57,571.57,571.33,571.375,164802
2024-09-30 13:05:00,571.36,571.57,571.32,571.33,150762
2024-09-30 13:10:00,571.33,571.48,570.91,571.0406,260954
2024-09-30 13:15:00,571.0302,571.39,570.93,571.28,138997
2024-09-30 13:20:00,571.29,571.53,571.25,571.36,199504
2024-09-30 13:25:00,571.355,571.48,571.04,571.0694,132008
2024-09-30 13:30:00,571.04,571.24,570.99,571.15,143706
2024-09-30 13:35:00,571.14,571.3,571.08,571.13,96866
2024-09-30 13:40:00,571.1699,571.33,571.13,571.26,83095
2024-09-30 13:45:00,571.27,571.35,571.11,571.34,65013
2024-09-30 13:50:00,571.34,571.4,571.27,571.34,75463
2024-09-30 13:55:00,571.33,571.71,571.09,571.59,398900
2024-09-30 14:00:00,571.58,571.63,571.32,571.43,135823
2024-09-30 14:05:00,571.43,571.44,570.88,571.26,247716
2024-09-30 14:10:00,571.24,571.24,570.38,570.48,458998
2024-09-30 14:15:00,570.48,570.48,569.4,569.41,930648
2024-09-30 14:20:00,569.4,569.5,568.08,568.56,1185214
2024-09-30 14:25:00,568.56,569.41,568.23,569.2908,1137422
2024-09-30 14:30:00,569.29,569.975,568.73,569.7,605758
2024-09-30 14:35:00,569.68,570.62,569.62,570.45,625206
2024-09-30 14:40:00,570.45,570.88,570.36,570.7301,463272
2024-09-30 14:45:00,570.74,571.1,570.65,570.77,571582
2024-09-30 14:50:00,570.78,571.18,570.53,571.09,349954
2024-09-30 14:55:00,571.0892,571.12,570.52,570.541,275949
2024-09-30 15:00:00,570.55,570.55,569.93,570.4136,641127
2024-09-30 15:05:00,570.4,570.69,570.3,570.47,223521
2024-09-30 15:10:00,570.47,570.54,570.07,570.37,338787
2024-09-30 15:15:00,570.39,571.05,570.29,570.92,247026
2024-09-30 15:20:00,570.93,570.98,570.59,570.78,308816
2024-09-30 15:25:00,570.77,570.95,570.64,570.89,200587
2024-09-30 15:30:00,570.9,571.27,570.8,570.9101,276833
2024-09-30 15:35:00,570.93,571.64,570.88,571.575,946672
2024-09-30 15:40:00,571.59,572.0,571.3,571.95,1239178
2024-09-30 15:45:00,571.92,572.8,571.92,572.41,1699609
2024-09-30 15:50:00,572.42,573.65,572.37,573.51,2550274
2024-09-30 15:55:00,573.51,574.38,573.43,574.02,6019760
2024-09-30 16:00:00,574.02,574.1,573.1796,573.4,3271418
2024-09-30 16:05:00,573.36,574.046,573.15,573.19,1363865
2024-09-30 16:10:00,573.19,573.41,573.15,573.21,1461801
2024-09-30 16:15:00,573.2,574.0475,573.13,573.3505,1208361
2024-09-30 16:20:00,573.37,573.6,573.36,573.6,37288
2024-09-30 16:25:00,573.56,573.77,573.52,573.7094,112594
2024-09-30 16:30:00,573.7,573.7,573.51,573.55,89409
2024-09-30 16:35:00,573.55,573.64,573.5,573.6,68551
2024-09-30 16:40:00,573.58,573.58,573.4801,573.5,20402
2024-09-30 16:45:00,573.5,573.5,573.34,573.37,22483
2024-09-30 16:50:00,573.36,573.39,573.3,573.33,33151
2024-09-30 16:55:00,573.33,573.33,572.9575,572.96,75027
2024-09-30 17:00:00,572.96,573.07,572.86,573.0,41804
2024-09-30 17:05:00,572.95,572.95,572.89,572.95,55459
2024-09-30 17:10:00,573.0,573.02,572.95,572.96,4107
2024-09-30 17:15:00,572.96,572.98,572.91,572.95,43450
2024-09-30 17:20:00,573.0,573.0385,572.99,573.01,25038
2024-09-30 17:25:00,573.0,573.037,572.97,573.037,3980
2024-09-30 17:30:00,573.03,573.1,573.0,573.1,34152
2024-09-30 17:35:00,573.03,573.3,572.87,573.19,59442
2024-09-30 17:40:00,573.1715,573.19,573.1,573.14,5900
2024-09-30 17:45:00,573.17,573.19,573.17,573.19,12438
2024-09-30 17:50:00,573.2,573.24,573.11,573.24,5078
2024-09-30 17:55:00,573.23,573.24,573.15,573.18,3555
2024-09-30 18:00:00,573.17,573.26,573.14,573.17,21313
2024-09-30 18:05:00,573.16,573.16,572.8,572.83,30824
2024-09-30 18:10:00,572.84,572.86,572.74,572.8,13397
2024-09-30 18:15:00,572.8,572.8,572.56,572.73,17321
2024-09-30 18:20:00,572.8,572.8,572.75,572.75,10145
2024-09-30 18:25:00,572.95,573.05,572.95,573.0,3813
2024-09-30 18:30:00,573.02,573.05,573.0,573.05,7059
2024-09-30 18:35:00,573.15,573.25,573.15,573.2,946
2024-09-30 18:40:00,573.22,573.25,573.13,573.131,2260
2024-09-30 18:45:00,573.09,573.15,573.03,573.131,7106
2024-09-30 18:50:00,573.16,573.18,573.12,573.12,5115
2024-09-30 18:55:00,573.14,573.2,573.1,573.1,2218
2024-09-30 19:00:00,573.05,573.05,572.92,572.95,1287
2024-09-30 19:05:00,572.95,572.95,572.84,572.85,2515
2024-09-30 19:10:00,573.0,573.14,572.98,573.14,2992
2024-09-30 19:15:00,573.06,573.06,572.98,573.001,3112
2024-09-30 19:20:00,572.9625,573.01,572.9625,573.01,950
2024-09-30 19:25:00,572.9,572.9,572.85,572.85,300
2024-09-30 19:30:00,572.89,572.89,572.84,572.86,1185
2024-09-30 19:35:00,572.86,572.87,572.85,572.851,3062
2024-09-30 19:40:00,572.8905,572.91,572.88,572.91,2016
2024-09-30 19:45:00,572.87,572.95,572.87,572.92,659
2024-09-30 19:50:00,572.87,573.02,572.87,573.0,6485
2024-09-30 19:55:00,573.08,573.27,573.07,573.24,5761
2024-10-01 04:00:00,573.5,573.81,573.5,573.81,1851
2024-10-01 04:05:00,573.41,573.46,573.3,573.3,2514
2024-10-01 04:10:00,573.4,573.4,573.14,573.14,1230
2024-10-01 04:15:00,573.18,573.35,573.18,573.32,1711
2024-10-01 04:20:00,573.28,573.43,573.2,573.2,2561
2024-10-01 04:25:00,573.23,573.34,573.2,573.28,1542
2024-10-01 04:35:00,573.56,573.57,573.38,573.38,703
2024-10-01 04:40:00,573.41,573.51,573.38,573.51,520
2024-10-01 04:45:00,573.55,573.55,573.55,573.55,437
2024-10-01 04:50:00,573.36,573.36,573.27,573.27,1133
2024-10-01 04:55:00,573.12,573.16,573.12,573.16,457
2024-10-01 05:00:00,573.17,573.28,573.14,573.21,1194
2024-10-01 05:05:00,573.25,573.25,573.14,573.14,339
2024-10-01 05:10:00,573.12,573.2,573.06,573.2,1600
2024-10-01 05:15:00,573.11,573.21,573.05,573.05,687
2024-10-01 05:20:00,573.0,573.06,573.0,573.04,1477
2024-10-01 05:25:00,573.08,573.32,573.08,573.32,1074
2024-10-01 05:30:00,573.34,573.36,573.3,573.36,888
2024-10-01 05:35:00,573.28,573.39,573.28,573.33,1302
2024-10-01 05:40:00,573.16,573.16,573.14,573.16,2400
2024-10-01 05:45:00,573.28,573.28,573.23,573.23,400
2024-10-01 05:50:00,573.41,573.41,573.41,573.41,100
2024-10-01 06:00:00,573.33,573.33,573.33,573.33,187
2024-10-01 06:05:00,573.4,573.46,573.36,573.41,2299
2024-10-01 06:10:00,573.44,573.56,573.44,573.55,6074
2024-10-01 06:15:00,573.6,573.6,573.59,573.59,693
2024-10-01 06:20:00,573.68,573.73,573.68,573.7,1598
2024-10-01 06:25:00,573.71,573.84,573.71,573.84,1289
2024-10-01 06:30:00,573.84,573.84,573.73,573.75,27385
